4.8566 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'PTB', 'pyo', 'pygame'] (in that order).
151.5785 	EXP 	fixation: autoDraw = True
152.5790 	EXP 	fixation: autoDraw = False
152.5962 	EXP 	grating: autoDraw = True
152.5962 	EXP 	grating: tex = 'sin'
152.8958 	EXP 	grating: autoDraw = False
152.9668 	EXP 	window1: recordFrameIntervals = False
152.9689 	DATA 	Keypress: left
152.9792 	EXP 	fixation: autoDraw = False
152.9792 	EXP 	grating: autoDraw = False
152.9796 	EXP 	window1: recordFrameIntervals = False
153.9640 	EXP 	fixation: autoDraw = True
154.9791 	EXP 	fixation: autoDraw = False
154.9791 	EXP 	grating: autoDraw = True
154.9791 	EXP 	grating: tex = 'sin'
155.2788 	EXP 	grating: autoDraw = False
155.4691 	EXP 	window1: recordFrameIntervals = False
155.4710 	DATA 	Keypress: right
155.4789 	EXP 	fixation: autoDraw = False
155.4789 	EXP 	grating: autoDraw = False
155.4792 	EXP 	window1: recordFrameIntervals = False
156.4638 	EXP 	fixation: autoDraw = True
157.4789 	EXP 	fixation: autoDraw = False
157.4789 	EXP 	grating: autoDraw = True
157.4789 	EXP 	grating: tex = 'sin'
157.7786 	EXP 	grating: autoDraw = False
157.8653 	DATA 	Keypress: right
157.8823 	EXP 	window1: recordFrameIntervals = False
157.8953 	EXP 	fixation: autoDraw = False
157.8953 	EXP 	grating: autoDraw = False
157.8956 	EXP 	window1: recordFrameIntervals = False
158.8752 	EXP 	fixation: autoDraw = True
159.8783 	EXP 	fixation: autoDraw = False
159.8953 	EXP 	grating: autoDraw = True
159.8953 	EXP 	grating: tex = 'sin'
160.1952 	EXP 	grating: autoDraw = False
160.3154 	EXP 	window1: recordFrameIntervals = False
160.3176 	DATA 	Keypress: left
160.3282 	EXP 	fixation: autoDraw = False
160.3282 	EXP 	grating: autoDraw = False
160.3287 	EXP 	window1: recordFrameIntervals = False
161.3104 	EXP 	fixation: autoDraw = True
162.3113 	EXP 	fixation: autoDraw = False
162.3282 	EXP 	grating: autoDraw = True
162.3282 	EXP 	grating: tex = 'sin'
162.6279 	EXP 	grating: autoDraw = False
162.8155 	EXP 	window1: recordFrameIntervals = False
162.8175 	DATA 	Keypress: left
162.8279 	EXP 	fixation: autoDraw = False
162.8279 	EXP 	grating: autoDraw = False
162.8283 	EXP 	window1: recordFrameIntervals = False
163.8074 	EXP 	fixation: autoDraw = True
164.8109 	EXP 	fixation: autoDraw = False
164.8279 	EXP 	grating: autoDraw = True
164.8279 	EXP 	grating: tex = 'sin'
165.1277 	EXP 	grating: autoDraw = False
165.1650 	EXP 	window1: recordFrameIntervals = False
165.1671 	DATA 	Keypress: right
165.1775 	EXP 	fixation: autoDraw = False
165.1775 	EXP 	grating: autoDraw = False
165.1780 	EXP 	window1: recordFrameIntervals = False
166.1601 	EXP 	fixation: autoDraw = True
167.1607 	EXP 	fixation: autoDraw = False
167.1777 	EXP 	grating: autoDraw = True
167.1777 	EXP 	grating: tex = 'sin'
167.4774 	EXP 	grating: autoDraw = False
167.5820 	EXP 	window1: recordFrameIntervals = False
167.5844 	DATA 	Keypress: left
167.5940 	EXP 	fixation: autoDraw = False
167.5940 	EXP 	grating: autoDraw = False
167.5943 	EXP 	window1: recordFrameIntervals = False
168.5738 	EXP 	fixation: autoDraw = True
169.5771 	EXP 	fixation: autoDraw = False
169.5938 	EXP 	grating: autoDraw = True
169.5938 	EXP 	grating: tex = 'sin'
169.8937 	EXP 	grating: autoDraw = False
169.9808 	EXP 	window1: recordFrameIntervals = False
169.9828 	DATA 	Keypress: right
169.9937 	EXP 	fixation: autoDraw = False
169.9937 	EXP 	grating: autoDraw = False
169.9940 	EXP 	window1: recordFrameIntervals = False
170.9734 	EXP 	fixation: autoDraw = True
171.9765 	EXP 	fixation: autoDraw = False
171.9936 	EXP 	grating: autoDraw = True
171.9936 	EXP 	grating: tex = 'sin'
172.2933 	EXP 	grating: autoDraw = False
172.3307 	EXP 	window1: recordFrameIntervals = False
172.3331 	DATA 	Keypress: left
172.3432 	EXP 	fixation: autoDraw = False
172.3432 	EXP 	grating: autoDraw = False
172.3436 	EXP 	window1: recordFrameIntervals = False
173.3236 	EXP 	fixation: autoDraw = True
174.3266 	EXP 	fixation: autoDraw = False
174.3434 	EXP 	grating: autoDraw = True
174.3434 	EXP 	grating: tex = 'sin'
174.6430 	EXP 	grating: autoDraw = False
174.7143 	EXP 	window1: recordFrameIntervals = False
174.7165 	DATA 	Keypress: right
174.7262 	EXP 	fixation: autoDraw = False
174.7262 	EXP 	grating: autoDraw = False
174.7267 	EXP 	window1: recordFrameIntervals = False
175.7093 	EXP 	fixation: autoDraw = True
176.7093 	EXP 	fixation: autoDraw = False
176.7265 	EXP 	grating: autoDraw = True
176.7265 	EXP 	grating: tex = 'sin'
177.0260 	EXP 	grating: autoDraw = False
177.1473 	EXP 	window1: recordFrameIntervals = False
177.1495 	DATA 	Keypress: right
177.1593 	EXP 	fixation: autoDraw = False
177.1593 	EXP 	grating: autoDraw = False
177.1597 	EXP 	window1: recordFrameIntervals = False
178.1406 	EXP 	fixation: autoDraw = True
179.1425 	EXP 	fixation: autoDraw = False
179.1593 	EXP 	grating: autoDraw = True
179.1593 	EXP 	grating: tex = 'sin'
179.4590 	EXP 	grating: autoDraw = False
179.5633 	EXP 	window1: recordFrameIntervals = False
179.5654 	DATA 	Keypress: right
179.5757 	EXP 	fixation: autoDraw = False
179.5757 	EXP 	grating: autoDraw = False
179.5762 	EXP 	window1: recordFrameIntervals = False
180.5579 	EXP 	fixation: autoDraw = True
181.5586 	EXP 	fixation: autoDraw = False
181.5759 	EXP 	grating: autoDraw = True
181.5759 	EXP 	grating: tex = 'sin'
181.8753 	EXP 	grating: autoDraw = False
181.9628 	EXP 	window1: recordFrameIntervals = False
181.9650 	DATA 	Keypress: left
181.9755 	EXP 	fixation: autoDraw = False
181.9755 	EXP 	grating: autoDraw = False
181.9760 	EXP 	window1: recordFrameIntervals = False
182.9556 	EXP 	fixation: autoDraw = True
183.9585 	EXP 	fixation: autoDraw = False
183.9754 	EXP 	grating: autoDraw = True
183.9754 	EXP 	grating: tex = 'sin'
184.2751 	EXP 	grating: autoDraw = False
184.4794 	EXP 	window1: recordFrameIntervals = False
184.4817 	DATA 	Keypress: left
184.4918 	EXP 	fixation: autoDraw = False
184.4918 	EXP 	grating: autoDraw = False
184.4922 	EXP 	window1: recordFrameIntervals = False
185.4763 	EXP 	fixation: autoDraw = True
186.4917 	EXP 	fixation: autoDraw = False
186.4917 	EXP 	grating: autoDraw = True
186.4917 	EXP 	grating: tex = 'sin'
186.7914 	EXP 	grating: autoDraw = False
187.1289 	EXP 	window1: recordFrameIntervals = False
187.1310 	DATA 	Keypress: left
187.1412 	EXP 	fixation: autoDraw = False
187.1412 	EXP 	grating: autoDraw = False
187.1422 	EXP 	window1: recordFrameIntervals = False
188.1204 	EXP 	fixation: autoDraw = True
189.1245 	EXP 	fixation: autoDraw = False
189.1414 	EXP 	grating: autoDraw = True
189.1414 	EXP 	grating: tex = 'sin'
189.4412 	EXP 	grating: autoDraw = False
189.5621 	EXP 	window1: recordFrameIntervals = False
189.5642 	DATA 	Keypress: left
189.5744 	EXP 	fixation: autoDraw = False
189.5744 	EXP 	grating: autoDraw = False
189.5748 	EXP 	window1: recordFrameIntervals = False
190.5572 	EXP 	fixation: autoDraw = True
191.5574 	EXP 	fixation: autoDraw = False
191.5743 	EXP 	grating: autoDraw = True
191.5743 	EXP 	grating: tex = 'sin'
191.8742 	EXP 	grating: autoDraw = False
192.1290 	DATA 	Keypress: right
192.1448 	EXP 	window1: recordFrameIntervals = False
192.1575 	EXP 	fixation: autoDraw = False
192.1575 	EXP 	grating: autoDraw = False
192.1579 	EXP 	window1: recordFrameIntervals = False
193.1368 	EXP 	fixation: autoDraw = True
194.1406 	EXP 	fixation: autoDraw = False
194.1574 	EXP 	grating: autoDraw = True
194.1574 	EXP 	grating: tex = 'sin'
194.4570 	EXP 	grating: autoDraw = False
194.6779 	EXP 	window1: recordFrameIntervals = False
194.6800 	DATA 	Keypress: left
194.6906 	EXP 	fixation: autoDraw = False
194.6906 	EXP 	grating: autoDraw = False
194.6909 	EXP 	window1: recordFrameIntervals = False
195.6736 	EXP 	fixation: autoDraw = True
196.6735 	EXP 	fixation: autoDraw = False
196.6905 	EXP 	grating: autoDraw = True
196.6905 	EXP 	grating: tex = 'sin'
196.9903 	EXP 	grating: autoDraw = False
197.1109 	EXP 	window1: recordFrameIntervals = False
197.1130 	DATA 	Keypress: left
197.1235 	EXP 	fixation: autoDraw = False
197.1235 	EXP 	grating: autoDraw = False
197.1238 	EXP 	window1: recordFrameIntervals = False
198.1038 	EXP 	fixation: autoDraw = True
199.1064 	EXP 	fixation: autoDraw = False
199.1239 	EXP 	grating: autoDraw = True
199.1239 	EXP 	grating: tex = 'sin'
199.4231 	EXP 	grating: autoDraw = False
199.4774 	EXP 	window1: recordFrameIntervals = False
199.4795 	DATA 	Keypress: left
199.4898 	EXP 	fixation: autoDraw = False
199.4898 	EXP 	grating: autoDraw = False
199.4902 	EXP 	window1: recordFrameIntervals = False
200.4711 	EXP 	fixation: autoDraw = True
201.4730 	EXP 	fixation: autoDraw = False
201.4898 	EXP 	grating: autoDraw = True
201.4898 	EXP 	grating: tex = 'sin'
201.7893 	EXP 	grating: autoDraw = False
201.9776 	EXP 	window1: recordFrameIntervals = False
201.9801 	DATA 	Keypress: right
201.9893 	EXP 	fixation: autoDraw = False
201.9893 	EXP 	grating: autoDraw = False
201.9897 	EXP 	window1: recordFrameIntervals = False
202.9704 	EXP 	fixation: autoDraw = True
203.9728 	EXP 	fixation: autoDraw = False
203.9895 	EXP 	grating: autoDraw = True
203.9895 	EXP 	grating: tex = 'sin'
204.2891 	EXP 	grating: autoDraw = False
204.3768 	EXP 	window1: recordFrameIntervals = False
204.3788 	DATA 	Keypress: left
204.3891 	EXP 	fixation: autoDraw = False
204.3891 	EXP 	grating: autoDraw = False
204.3895 	EXP 	window1: recordFrameIntervals = False
205.3698 	EXP 	fixation: autoDraw = True
206.3725 	EXP 	fixation: autoDraw = False
206.3891 	EXP 	grating: autoDraw = True
206.3891 	EXP 	grating: tex = 'sin'
206.6884 	EXP 	grating: autoDraw = False
206.8067 	EXP 	window1: recordFrameIntervals = False
206.8077 	DATA 	Keypress: right
206.8221 	EXP 	fixation: autoDraw = False
206.8221 	EXP 	grating: autoDraw = False
206.8223 	EXP 	window1: recordFrameIntervals = False
207.7985 	EXP 	fixation: autoDraw = True
208.8055 	EXP 	fixation: autoDraw = False
208.8055 	EXP 	grating: autoDraw = True
208.8055 	EXP 	grating: tex = 'sin'
209.1052 	EXP 	grating: autoDraw = False
209.2097 	EXP 	window1: recordFrameIntervals = False
209.2118 	DATA 	Keypress: right
209.2221 	EXP 	fixation: autoDraw = False
209.2221 	EXP 	grating: autoDraw = False
209.2224 	EXP 	window1: recordFrameIntervals = False
210.2021 	EXP 	fixation: autoDraw = True
211.2045 	EXP 	fixation: autoDraw = False
211.2214 	EXP 	grating: autoDraw = True
211.2214 	EXP 	grating: tex = 'sin'
211.5214 	EXP 	grating: autoDraw = False
211.7422 	EXP 	window1: recordFrameIntervals = False
211.7446 	DATA 	Keypress: left
211.7548 	EXP 	fixation: autoDraw = False
211.7548 	EXP 	grating: autoDraw = False
211.7553 	EXP 	window1: recordFrameIntervals = False
212.7357 	EXP 	fixation: autoDraw = True
213.7380 	EXP 	fixation: autoDraw = False
213.7551 	EXP 	grating: autoDraw = True
213.7551 	EXP 	grating: tex = 'sin'
214.0551 	EXP 	grating: autoDraw = False
214.1253 	EXP 	window1: recordFrameIntervals = False
214.1277 	DATA 	Keypress: right
214.1380 	EXP 	fixation: autoDraw = False
214.1380 	EXP 	grating: autoDraw = False
214.1384 	EXP 	window1: recordFrameIntervals = False
215.1184 	EXP 	fixation: autoDraw = True
216.1207 	EXP 	fixation: autoDraw = False
216.1379 	EXP 	grating: autoDraw = True
216.1379 	EXP 	grating: tex = 'sin'
216.4376 	EXP 	grating: autoDraw = False
216.5231 	EXP 	window1: recordFrameIntervals = False
216.5243 	DATA 	Keypress: right
216.5372 	EXP 	fixation: autoDraw = False
216.5372 	EXP 	grating: autoDraw = False
216.5375 	EXP 	window1: recordFrameIntervals = False
217.5167 	EXP 	fixation: autoDraw = True
218.5206 	EXP 	fixation: autoDraw = False
218.5376 	EXP 	grating: autoDraw = True
218.5376 	EXP 	grating: tex = 'sin'
218.8373 	EXP 	grating: autoDraw = False
218.9748 	EXP 	window1: recordFrameIntervals = False
218.9771 	DATA 	Keypress: left
218.9874 	EXP 	fixation: autoDraw = False
218.9874 	EXP 	grating: autoDraw = False
218.9881 	EXP 	window1: recordFrameIntervals = False
219.9707 	EXP 	fixation: autoDraw = True
220.9704 	EXP 	fixation: autoDraw = False
220.9873 	EXP 	grating: autoDraw = True
220.9873 	EXP 	grating: tex = 'sin'
221.2868 	EXP 	grating: autoDraw = False
221.4411 	EXP 	window1: recordFrameIntervals = False
221.4433 	DATA 	Keypress: right
221.4536 	EXP 	fixation: autoDraw = False
221.4536 	EXP 	grating: autoDraw = False
221.4540 	EXP 	window1: recordFrameIntervals = False
222.4370 	EXP 	fixation: autoDraw = True
223.4367 	EXP 	fixation: autoDraw = False
223.4536 	EXP 	grating: autoDraw = True
223.4536 	EXP 	grating: tex = 'sin'
223.7534 	EXP 	grating: autoDraw = False
223.9409 	EXP 	window1: recordFrameIntervals = False
223.9431 	DATA 	Keypress: right
223.9533 	EXP 	fixation: autoDraw = False
223.9533 	EXP 	grating: autoDraw = False
223.9539 	EXP 	window1: recordFrameIntervals = False
224.9335 	EXP 	fixation: autoDraw = True
225.9363 	EXP 	fixation: autoDraw = False
225.9534 	EXP 	grating: autoDraw = True
225.9534 	EXP 	grating: tex = 'sin'
226.2531 	EXP 	grating: autoDraw = False
226.5077 	DATA 	Keypress: right
226.5233 	EXP 	window1: recordFrameIntervals = False
226.5363 	EXP 	fixation: autoDraw = False
226.5363 	EXP 	grating: autoDraw = False
226.5367 	EXP 	window1: recordFrameIntervals = False
227.5179 	EXP 	fixation: autoDraw = True
228.5192 	EXP 	fixation: autoDraw = False
228.5363 	EXP 	grating: autoDraw = True
228.5363 	EXP 	grating: tex = 'sin'
228.8359 	EXP 	grating: autoDraw = False
229.1236 	EXP 	window1: recordFrameIntervals = False
229.1259 	DATA 	Keypress: left
229.1359 	EXP 	fixation: autoDraw = False
229.1359 	EXP 	grating: autoDraw = False
229.1363 	EXP 	window1: recordFrameIntervals = False
230.1195 	EXP 	fixation: autoDraw = True
231.1190 	EXP 	fixation: autoDraw = False
231.1360 	EXP 	grating: autoDraw = True
231.1360 	EXP 	grating: tex = 'sin'
231.4356 	EXP 	grating: autoDraw = False
231.6067 	EXP 	window1: recordFrameIntervals = False
231.6087 	DATA 	Keypress: left
231.6189 	EXP 	fixation: autoDraw = False
231.6189 	EXP 	grating: autoDraw = False
231.6193 	EXP 	window1: recordFrameIntervals = False
232.6010 	EXP 	fixation: autoDraw = True
233.6019 	EXP 	fixation: autoDraw = False
233.6187 	EXP 	grating: autoDraw = True
233.6187 	EXP 	grating: tex = 'sin'
233.9187 	EXP 	grating: autoDraw = False
234.0730 	EXP 	window1: recordFrameIntervals = False
234.0751 	DATA 	Keypress: left
234.0853 	EXP 	fixation: autoDraw = False
234.0853 	EXP 	grating: autoDraw = False
234.0856 	EXP 	window1: recordFrameIntervals = False
235.0660 	EXP 	fixation: autoDraw = True
236.0686 	EXP 	fixation: autoDraw = False
236.0852 	EXP 	grating: autoDraw = True
236.0852 	EXP 	grating: tex = 'sin'
236.3850 	EXP 	grating: autoDraw = False
236.5064 	EXP 	window1: recordFrameIntervals = False
236.5115 	DATA 	Keypress: left
236.5185 	EXP 	fixation: autoDraw = False
236.5185 	EXP 	grating: autoDraw = False
236.5189 	EXP 	window1: recordFrameIntervals = False
237.4995 	EXP 	fixation: autoDraw = True
238.5016 	EXP 	fixation: autoDraw = False
238.5183 	EXP 	grating: autoDraw = True
238.5183 	EXP 	grating: tex = 'sin'
238.8179 	EXP 	grating: autoDraw = False
238.8942 	EXP 	window1: recordFrameIntervals = False
238.8961 	DATA 	Keypress: left
238.9014 	EXP 	fixation: autoDraw = False
238.9014 	EXP 	grating: autoDraw = False
238.9017 	EXP 	window1: recordFrameIntervals = False
239.8865 	EXP 	fixation: autoDraw = True
240.9011 	EXP 	fixation: autoDraw = False
240.9011 	EXP 	grating: autoDraw = True
240.9011 	EXP 	grating: tex = 'sin'
241.2010 	EXP 	grating: autoDraw = False
241.3218 	EXP 	window1: recordFrameIntervals = False
241.3239 	DATA 	Keypress: right
241.3343 	EXP 	fixation: autoDraw = False
241.3343 	EXP 	grating: autoDraw = False
241.3348 	EXP 	window1: recordFrameIntervals = False
242.3158 	EXP 	fixation: autoDraw = True
243.3176 	EXP 	fixation: autoDraw = False
243.3346 	EXP 	grating: autoDraw = True
243.3346 	EXP 	grating: tex = 'sin'
243.6340 	EXP 	grating: autoDraw = False
243.6547 	EXP 	window1: recordFrameIntervals = False
243.6568 	DATA 	Keypress: right
243.6676 	EXP 	fixation: autoDraw = False
243.6676 	EXP 	grating: autoDraw = False
243.6680 	EXP 	window1: recordFrameIntervals = False
244.6470 	EXP 	fixation: autoDraw = True
245.6505 	EXP 	fixation: autoDraw = False
245.6693 	EXP 	grating: autoDraw = True
245.6693 	EXP 	grating: tex = 'sin'
245.9838 	EXP 	grating: autoDraw = False
246.0210 	EXP 	window1: recordFrameIntervals = False
246.0231 	DATA 	Keypress: right
246.0337 	EXP 	fixation: autoDraw = False
246.0337 	EXP 	grating: autoDraw = False
246.0341 	EXP 	window1: recordFrameIntervals = False
247.0154 	EXP 	fixation: autoDraw = True
248.0170 	EXP 	fixation: autoDraw = False
248.0337 	EXP 	grating: autoDraw = True
248.0337 	EXP 	grating: tex = 'sin'
248.3334 	EXP 	grating: autoDraw = False
248.5710 	EXP 	window1: recordFrameIntervals = False
248.5731 	DATA 	Keypress: left
248.5834 	EXP 	fixation: autoDraw = False
248.5834 	EXP 	grating: autoDraw = False
248.5837 	EXP 	window1: recordFrameIntervals = False
249.5648 	EXP 	fixation: autoDraw = True
250.5666 	EXP 	fixation: autoDraw = False
250.5836 	EXP 	grating: autoDraw = True
250.5836 	EXP 	grating: tex = 'sin'
250.8830 	EXP 	grating: autoDraw = False
250.9368 	EXP 	window1: recordFrameIntervals = False
250.9389 	DATA 	Keypress: right
250.9499 	EXP 	fixation: autoDraw = False
250.9499 	EXP 	grating: autoDraw = False
250.9503 	EXP 	window1: recordFrameIntervals = False
251.9303 	EXP 	fixation: autoDraw = True
252.9329 	EXP 	fixation: autoDraw = False
252.9497 	EXP 	grating: autoDraw = True
252.9497 	EXP 	grating: tex = 'sin'
253.2495 	EXP 	grating: autoDraw = False
253.3370 	EXP 	window1: recordFrameIntervals = False
253.3393 	DATA 	Keypress: left
253.3494 	EXP 	fixation: autoDraw = False
253.3494 	EXP 	grating: autoDraw = False
253.3498 	EXP 	window1: recordFrameIntervals = False
254.3308 	EXP 	fixation: autoDraw = True
255.3328 	EXP 	fixation: autoDraw = False
255.3493 	EXP 	grating: autoDraw = True
255.3493 	EXP 	grating: tex = 'sin'
255.6492 	EXP 	grating: autoDraw = False
255.9366 	EXP 	window1: recordFrameIntervals = False
255.9386 	DATA 	Keypress: left
255.9490 	EXP 	fixation: autoDraw = False
255.9490 	EXP 	grating: autoDraw = False
255.9494 	EXP 	window1: recordFrameIntervals = False
256.9289 	EXP 	fixation: autoDraw = True
257.9324 	EXP 	fixation: autoDraw = False
257.9492 	EXP 	grating: autoDraw = True
257.9492 	EXP 	grating: tex = 'sin'
258.2489 	EXP 	grating: autoDraw = False
258.3361 	DATA 	Keypress: left
258.3525 	EXP 	window1: recordFrameIntervals = False
258.3653 	EXP 	fixation: autoDraw = False
258.3653 	EXP 	grating: autoDraw = False
258.3657 	EXP 	window1: recordFrameIntervals = False
259.3453 	EXP 	fixation: autoDraw = True
260.3485 	EXP 	fixation: autoDraw = False
260.3656 	EXP 	grating: autoDraw = True
260.3656 	EXP 	grating: tex = 'sin'
260.6653 	EXP 	grating: autoDraw = False
260.7526 	EXP 	window1: recordFrameIntervals = False
260.7548 	DATA 	Keypress: right
260.7652 	EXP 	fixation: autoDraw = False
260.7652 	EXP 	grating: autoDraw = False
260.7656 	EXP 	window1: recordFrameIntervals = False
261.7452 	EXP 	fixation: autoDraw = True
262.7478 	EXP 	fixation: autoDraw = False
262.7650 	EXP 	grating: autoDraw = True
262.7650 	EXP 	grating: tex = 'sin'
263.0648 	EXP 	grating: autoDraw = False
263.2693 	EXP 	window1: recordFrameIntervals = False
263.2714 	DATA 	Keypress: left
263.2815 	EXP 	fixation: autoDraw = False
263.2815 	EXP 	grating: autoDraw = False
263.2820 	EXP 	window1: recordFrameIntervals = False
264.2621 	EXP 	fixation: autoDraw = True
265.2645 	EXP 	fixation: autoDraw = False
265.2812 	EXP 	grating: autoDraw = True
265.2812 	EXP 	grating: tex = 'sin'
265.5811 	EXP 	grating: autoDraw = False
265.6518 	DATA 	Keypress: left
265.6646 	EXP 	fixation: autoDraw = False
265.6646 	EXP 	grating: autoDraw = False
265.9754 	EXP 	window1: mouseVisible = True
