trials.label,trials.startVal,trials.stepSizes,trials.maxVal,trials.minVal,trials.thisIndex,trials.thisRepN,trials.thisN,trials.direction,trials.stepSize,trials.stepType,trials.intensity,ISI.started,grating.started,key_resp.started,grating.stopped,trials.response,key_resp.corr,participant,session,date,expName,psychopyVersion,frameRate,
cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1,0,0,75,74,down,0.005,db,0.04810829931313373,0.0015231999568641186,203.98954440001398,203.98954440001398,204.28913900023326,1,1,Debolina,001,2022-09-08_16h07.41.459,Debolina_Tutorial 1,2022.2.2,60.06745574898235,
cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1,0,0,76,75,down,0.005,db,0.04810829931313373,0.0012305998243391514,206.38913420028985,206.38913420028985,206.68843060033396,1,1,Debolina,001,2022-09-08_16h07.41.459,Debolina_Tutorial 1,2022.2.2,60.06745574898235,
cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1,0,0,77,76,down,0.005,db,0.04808061391918323,0.0005455003120005131,208.8055013003759,208.8055013003759,209.10523450002074,1,1,Debolina,001,2022-09-08_16h07.41.459,Debolina_Tutorial 1,2022.2.2,60.06745574898235,
cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1,0,0,78,77,down,0.005,db,0.04808061391918323,0.0012320000678300858,211.22142999991775,211.22142999991775,211.52142470004037,1,1,Debolina,001,2022-09-08_16h07.41.459,Debolina_Tutorial 1,2022.2.2,60.06745574898235,
cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1,0,0,79,78,down,0.005,db,0.04808061391918323,0.0012740003876388073,213.75506879994646,213.75506879994646,214.05505630001426,1,1,Debolina,001,2022-09-08_16h07.41.459,Debolina_Tutorial 1,2022.2.2,60.06745574898235,
cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1,0,0,80,79,down,0.005,db,0.04805294445764043,0.0012399000115692616,216.13788630021736,216.13788630021736,216.43755610007793,0,0,Debolina,001,2022-09-08_16h07.41.459,Debolina_Tutorial 1,2022.2.2,60.06745574898235,
cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1,0,0,81,80,up,0.005,db,0.04808061391918323,0.0008446001447737217,218.537552700378,218.537552700378,218.83725390024483,1,1,Debolina,001,2022-09-08_16h07.41.459,Debolina_Tutorial 1,2022.2.2,60.06745574898235,
cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1,0,0,82,81,up,0.005,db,0.04808061391918323,0.0012781000696122646,220.98732329998165,220.98732329998165,221.28684050031006,1,1,Debolina,001,2022-09-08_16h07.41.459,Debolina_Tutorial 1,2022.2.2,60.06745574898235,
cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1,0,0,83,82,up,0.005,db,0.04808061391918323,0.001234699971973896,223.45360560016707,223.45360560016707,223.75340049993247,1,1,Debolina,001,2022-09-08_16h07.41.459,Debolina_Tutorial 1,2022.2.2,60.06745574898235,
cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1,0,0,84,83,down,0.005,db,0.04805294445764043,0.0012409999035298824,225.95340040000156,225.95340040000156,226.2530515003018,1,1,Debolina,001,2022-09-08_16h07.41.459,Debolina_Tutorial 1,2022.2.2,60.06745574898235,
cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1,0,0,85,84,down,0.005,db,0.04805294445764043,0.0012337998487055302,228.53626119997352,228.53626119997352,228.83594310004264,1,1,Debolina,001,2022-09-08_16h07.41.459,Debolina_Tutorial 1,2022.2.2,60.06745574898235,
cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1,0,0,86,85,down,0.005,db,0.04805294445764043,0.001218399964272976,231.13598230015486,231.13598230015486,231.43562459992245,1,1,Debolina,001,2022-09-08_16h07.41.459,Debolina_Tutorial 1,2022.2.2,60.06745574898235,
cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1,0,0,87,86,down,0.005,db,0.048025290919336536,0.001199700403958559,233.61874329997227,233.61874329997227,233.91873170016333,1,1,Debolina,001,2022-09-08_16h07.41.459,Debolina_Tutorial 1,2022.2.2,60.06745574898235,
cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1,0,0,88,87,down,0.005,db,0.048025290919336536,0.0012463000603020191,236.08517959993333,236.08517959993333,236.3849981003441,1,1,Debolina,001,2022-09-08_16h07.41.459,Debolina_Tutorial 1,2022.2.2,60.06745574898235,
cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1,0,0,89,88,down,0.005,db,0.048025290919336536,0.0015446003526449203,238.51825130032375,238.51825130032375,238.81788900028914,1,1,Debolina,001,2022-09-08_16h07.41.459,Debolina_Tutorial 1,2022.2.2,60.06745574898235,
cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1,0,0,90,89,down,0.005,db,0.04799765329510803,0.0012115002609789371,240.9010548000224,240.9010548000224,241.20100780017674,1,1,Debolina,001,2022-09-08_16h07.41.459,Debolina_Tutorial 1,2022.2.2,60.06745574898235,
cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1,0,0,91,90,down,0.005,db,0.04799765329510803,0.001218399964272976,243.33457870036364,243.33457870036364,243.63401259994134,1,1,Debolina,001,2022-09-08_16h07.41.459,Debolina_Tutorial 1,2022.2.2,60.06745574898235,
